"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","query","id","type"
"The differential impact of corporate blockchain-development as conditioned by sentiment and financial desperation","Iulia Cioroianu; Shaen Corbet; Charles Larkin","2020","Journal of Corporate Finance","60","True","https://doras.dcu.ie/25906/1/R4.pdf","https://doi.org/10.1016/j.jcorpfin.2020.101814","","""presidential election"" ""corporate cash holdings"" DiD","https://openalex.org/W3112937096","article"
"Business groups and the study of international business: A Coasean synthesis and extension","Luis Alfonso Dau; Randall Mørck; Bernard Yeung","2021","Journal of International Business Studies","56","True","https://link.springer.com/content/pdf/10.1057/s41267-020-00395-x.pdf","https://doi.org/10.1057/s41267-020-00395-x","Abstract This paper harmonizes the business group literature in international business and across relevant fields within a unified theoretical framework. Business groups (firms under common control but with different, if overlapping, owners) are economically important in much of the world. Business groups’ economic significance co-evolves with their economies' institutions and market environments, patterns of particular interest to international business scholars. The vast literature on business groups raises discordant perspectives. This paper first proposes a unifying definition and provides a list of stylized historical observations on business groups across different parts of the world. It then develops a Coasean framework to harmonize seemingly disparate views from the literature by building on recent surveys and the stylized historical patterns of business groups. We enlist two concepts – fallacies of composition/decomposition and time inconsistency – to harmonize these perspectives. This yields a theoretical framework for understanding business groups that mobilizes concepts long-used to understand multinational enterprises: the economy's market and hierarchical transaction costs, openness, and their dynamic interactions. We then apply this framework to globalization and business group internationalization. This work leads to an overarching research agenda encompassing seemingly inconsistent prior work.","""trade war"" 2018 ""cash holdings"" firm DiD","https://openalex.org/W3127592733","article"
"Impact of COVID-19 on different business models of European airlines","László Kökény; Zsófia Kenesei; Gábor Neszveda","2021","Current Issues in Tourism","56","True","https://www.tandfonline.com/doi/epdf/10.1080/13683500.2021.1960284?needAccess=true&role=button","https://doi.org/10.1080/13683500.2021.1960284","In addition to social damage, the first wave of the COVID-19 pandemic also caused huge economic losses in the beginning of 2020, especially for companies in the tourism sector. The airline market was no exception. This study examines the significance of the business model of European listed airlineslow cost carriers (LCCs), full service carriers (FSCs)for stock market performance. We use event study on the 11 airlines included in the sample. In terms of cumulative average abnormal returns, i.e. the most significant deviations from expected returns, negative phases can be detected in the entire and third stage of the pandemic. FSCs performed significantly better than LCCs at the time of the pandemic on 24 February, when European stock markets suffered the most damage; the business model overwrote financial indicators during the toughest period of the crisis. Although most LCCs had higher cash/ assets ratios, they still produced worse results than the average performance of companies with lower cash/assets ratios. This analysis helps to ensure that, in addition to examining financial indicators, the enumeration of the business model in this industry can also be decisive. The future possibilities of the research are discussed at the end of the study.","trump shock ""cash holdings"" firm","https://openalex.org/W3195299473","article"
"The Legacy of Shareholder Value Capitalism","Neil Fligstein; Adam Goldstein","2022","Annual Review of Sociology","55","True","https://www.annualreviews.org/doi/pdf/10.1146/annurev-soc-030420-120827","https://doi.org/10.1146/annurev-soc-030420-120827","American society has now been living in the wake of shareholder value capitalism for four decades. The shareholder value movement began as an invasion of the market for corporate control by financially oriented investors who critiqued sitting managers as not paying sufficient attention to the interests of shareholders during the economic crisis of the 1970s. It altered the relationship between financial markets and the managers of publicly held corporations. Subsequently, publicly held corporations have worked to raise share prices any way they can. While managers initially resisted shareholder value initiatives, they came to embrace them when their pay became tied to the share price. This created an incentive to discover new forms of financial extraction whenever a given set of strategies stopped producing new gains. We consider the impact that these reorganizations had on inequality and the relationship between shareholder value capitalism and financialization. We end by discussing the continuing relevance of shareholder value for understanding contemporary American capitalism. We also identify several avenues for future research on the evolution and consequences of shareholder value in the twenty-first century.","trump 2016 election ""cash holdings"" difference-in-differences","https://openalex.org/W4288714136","article"
"Corporate culture and firm value: Evidence from crisis","Yiwei Fang; Franco Fiordelisi; Iftekhar Hasan; Woon Sau Leung; Gabriel Wong","2022","Journal of Banking & Finance","54","True","https://doi.org/10.1016/j.jbankfin.2022.106710","https://doi.org/10.1016/j.jbankfin.2022.106710","Based on the Competing Values Framework (CVF), we score 10-K text to measure company culture in four types (collaborative, controlling, competitive, and creative) and examine its role in firm stability. We find that firms with higher controlling culture fared significantly better during the 2008–09 crisis. Firms with stronger controlling culture experienced fewer layoffs, less negative asset growth, greater debt issuance, and increased access to credit-line facilities during the crisis. The positive effect of the controlling culture is stronger among the financially-constrained firms. Overall, the controlling culture improves firm stability through greater support from capital providers.","""firm-level political risk"" ""cash holdings""","https://openalex.org/W4308034464","article"
"SHOULD BITCOIN BE HELD UNDER THE U.S. PARTISAN CONFLICT?","Chi‐Wei Su; Meng Qin; Xiaolei Zhang; Ran Tao; Muhammad Umar","2021","Technological and Economic Development of Economy","53","True","https://journals.vilniustech.lt/index.php/TEDE/article/download/14058/10314","https://doi.org/10.3846/tede.2021.14058","This paper probes the interrelationship between Bitcoin price (BP) and the U.S. partisan conflict (PC) by performing the bootstrap full- and sub-sample Granger causality tests. The positive influence from PC to BP reveals that Bitcoin can be considered as a tool to avoid the uncertainty caused by the rise in PC. However, this view cannot be supported by the negative impact, the major reason is that the burst of bubble undermines the hedging ability of Bitcoin. The above results are inconsistent with the intertemporal capital asset pricing model (ICAPM), underlining that high PC may drive BP to rise, in order to compensate for the losses and costs from factionalism. Conversely, BP has a negative impact on PC, suggesting that the U.S. political situation can be reflected by the Bitcoin market. Under the circumstance of the fiercer factionalism in the U.S., this investigation can benefit investors and related authorities.","trump 2016 election ""cash holdings"" difference-in-differences","https://openalex.org/W3128452967","article"
"The effect of a worldwide tax system on tax management of foreign subsidiaries","Saskia Kohlhase; Jochen Pierk","2019","Journal of International Business Studies","53","True","https://link.springer.com/content/pdf/10.1057/s41267-019-00287-9.pdf","https://doi.org/10.1057/s41267-019-00287-9","Abstract Under a worldwide tax system, firms pay taxes on their domestic income and repatriated foreign income, whereas under a territorial tax system repatriated foreign income is exempt from taxation. We examine whether worldwide tax systems reduce the incentives of multinational corporations to engage in tax management in their foreign subsidiaries. Using two quasi-natural experiments, we show that multinationals lower the effective tax rates in their foreign subsidiaries after countries switch from a worldwide to a territorial tax system. Thus, multinationals subject to a worldwide tax system face competitive disadvantages compared to competitors from countries with a territorial tax system.","""Tax Cuts and Jobs Act"" ""cash holdings"" difference-in-differences","https://openalex.org/W2990572151","article"
"Does economic policy uncertainty matter for financial reporting quality? Evidence from the United States","Theodora Bermpei; Antonios Nikolaos Kalyvas; Lorenzo Neri; Antonella Russo","2021","Review of Quantitative Finance and Accounting","49","True","https://link.springer.com/content/pdf/10.1007/s11156-021-01010-2.pdf","https://doi.org/10.1007/s11156-021-01010-2","","trump 2016 election ""cash holdings"" difference-in-differences","https://openalex.org/W3192665277","article"
"Economic policy uncertainty and sustainable financial growth: Does business strategy matter?","Tanveer Ahsan; Bakr Al‐Gamrh; Sultan Sikandar Mirza","2021","Finance research letters","46","True","https://linkinghub.elsevier.com/science/article/pii/S1544612321003834","https://doi.org/10.1016/j.frl.2021.102381","","trump tariff ""cash holdings"" firm","https://openalex.org/W3194302287","article"
"Does firm-level political risk affect cash holdings?","Shehub Bin Hasan; Md. Samsul Alam; Sudharshan Reddy Paramati; Md. Shahidul Islam","2022","Review of Quantitative Finance and Accounting","46","True","https://discovery.dundee.ac.uk/ws/files/72540740/Accepted_Version.pdf","https://doi.org/10.1007/s11156-022-01049-9","","""firm-level political risk"" ""cash holdings""","https://openalex.org/W4214910058","article"
"Corporate Cash and Employment","Philippe Bacchetta; Kenza Benhima; Céline Poilly","2019","American Economic Journal Macroeconomics","46","True","https://www.aeaweb.org/articles/pdf/doi/10.1257/mac.20150191","https://doi.org/10.1257/mac.20150191","In the aftermath of the US financial crisis, both a sharp drop in employment and a surge in corporate cash have been observed. In this paper, based on US data, we argue that the negative relationship between the corporate cash ratio and employment is systematic, both over time and across firms. We develop a dynamic general equilibrium model where heterogenous firms need cash and external liquid funds in their production process. We analyze the dynamic impact of aggregate shocks and the cross-firm impact of idiosyncratic shocks. We show that external liquidity shocks generate a negative comovement between the cash ratio and employment, as documented in the data. (JEL E24, E32, G32, J23)","Hassan Hollander ""cash holdings""","https://openalex.org/W3122935805","article"
"Corporate Hiring under COVID-19: Labor Market Concentration, Downskilling, and Income Inequality","Murillo Campello; Gaurav Kankanhalli; Pradeep Muthukrishnan","2020","SSRN Electronic Journal","45","True","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3596655","https://doi.org/10.2139/ssrn.3596655","","Hassan Hollander ""cash holdings""","https://openalex.org/W3088691611","article"
"Temperature trend and corporate cash holdings","Dimitrios Gounopoulos; Yu Zhang","2024","Financial Management","44","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/fima.12451","https://doi.org/10.1111/fima.12451","Abstract We examine the causal impact of climate uncertainty on companies’ cash holdings using local temperature trends. We find a notable increase in cash reserves among companies in response to rising climate‐related risks. We also identify two significant channels through which climate uncertainty influences firms’ cash management: heightened environmental enforcement risk and increased physical risk. Furthermore, we observe that the positive effect of temperature trends on cash holdings is more pronounced for financially constrained firms and those with a lower level of environmental protection awareness. External financing through equity and debt issuance, as well as cost reduction strategies involving research and development and selling, general, and administrative activities, represent viable avenues for firms to bolster their cash reserves. However, financially constrained firms are less inclined to build up cash reserves through debt financing. Our findings underscore the precautionary nature of corporate cash policies and shed light on how temperature fluctuations can significantly shape corporate behavior.","trump 2016 ""cash holdings"" DiD","https://openalex.org/W4393130474","article"
"The supply chain financing ecosystem: Early responses during the COVID-19 crisis","Thomas Y. Choi; Erik Hofmann; Simon Templar; Dale S. Rogers; Rudolf Leuschner; Rohan Y. Korde","2023","Journal of Purchasing and Supply Management","43","True","https://pmc.ncbi.nlm.nih.gov/articles/PMC10122550/pdf/main.pdf","https://doi.org/10.1016/j.pursup.2023.100836","","""trade war"" 2018 ""cash holdings"" firm DiD","https://openalex.org/W4366752917","article"
"Understanding Economic Sanctions on Iran: A Survey","Mohammad Reza Farzanegan; Esfandyar Batmanghelidj","2023","The Economists Voice","42","True","https://www.degruyter.com/document/doi/10.1515/ev-2023-0014/pdf","https://doi.org/10.1515/ev-2023-0014","Abstract This paper surveys the literature on the economic effects of sanctions on Iran, with a principal focus on those imposed after 2006. We discuss the challenges of isolating the impacts of sanctions and evaluate recent methodological approaches used to measure causal effects. Specifically, we focus on the application of the synthetic control method to disaggregate the exogenous and endogenous factors responsible for economic underperformance in Iran. We review studies on the macroeconomic impacts of Iran sanctions and examine those that focus on the sectoral effects of sanctions. Our survey reveals a large and growing body of literature that remains incomplete. There are significant gaps in the existing research on the impact of sanctions. Iran will likely remain the most important case study as researchers seek to fill those gaps.","trump 2016 ""cash holdings"" DiD","https://openalex.org/W4381480354","article"
